,score,component,cui,term,points
1474,hasbled,bleeding_medications,S-15985411000001100,Aspirin 75mg gastro-resistant tablets,1
1475,hasbled,bleeding_medications,S-799411000001102,Aspirin 75mg gastro-resistant tablets,1
1476,hasbled,bleeding_medications,S-22611211000001100,Aspirin 75mg gastro-resistant tablets,1
1477,hasbled,renal_disease,S-949521000000108,Chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A1 (disorder),1
1478,hasbled,renal_disease,S-324441000000106,Chronic kidney disease stage 4 with proteinuria (disorder),1
1479,hasbled,liver_disease,S-717187000,Nephronophthisis hepatic fibrosis syndrome (disorder),1
1480,hasbled,liver_disease,S-713966008,Occult chronic type B viral hepatitis (disorder),1
1481,hasbled,liver_disease,S-713965007,Sclerosis of portal vein and splenic vein caused by antiretroviral drug (disorder),1
1482,hasbled,liver_disease,S-31005002,Hepatorenal syndrome due to a procedure (disorder),1
1483,hasbled,liver_disease,S-16060001,Hepatic coma due to viral hepatitis A (disorder),1
1484,hasbled,liver_disease,S-103611000119102,Cirrhosis of liver due to hepatitis B (disorder),1
1485,hasbled,liver_disease,S-186624004,Acute hepatitis B with delta agent (coinfection) with hepatic coma (disorder),1
1486,hasbled,liver_disease,S-86454000,Postnecrotic cirrhosis (disorder),1
1487,hasbled,liver_disease,S-307008007,Exploration of liver hilum (procedure),1
1488,hasbled,liver_disease,S-767809001,Chronic hepatitis C caused by hepatitis C virus genotype 6 (disorder),1
1489,hasbled,liver_disease,S-123717006,Advanced cirrhosis (disorder),1
1490,hasbled,liver_disease,S-125921000119106,Hepatic coma due to acute hepatitis C (disorder),1
1491,hasbled,liver_disease,S-716203000,Decompensated cirrhosis of liver (disorder),1
1492,hasbled,liver_disease,S-721847002,Joubert syndrome with congenital hepatic fibrosis (disorder),1
1493,hasbled,liver_disease,S-722864002,Acute hepatic failure caused by hepatitis virus (disorder),1
1494,hasbled,liver_disease,S-89789003,Chronic aggressive viral hepatitis (disorder),1
1495,hasbled,stroke,S-195216008,Left sided cerebral hemisphere cerebrovascular accident (disorder),1
1496,hasbled,liver_disease,S-1092801000119100,Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease (disorder),1
1497,hasbled,liver_disease,S-768288001,Chronic hepatitis C caused by Hepatitis C virus genotype 1b (disorder),1
1498,hasbled,liver_disease,S-721206006,Solitary varix of esophagus (disorder),1
1499,hasbled,liver_disease,S-146371000119104,Hepatic coma due to chronic hepatitis C (disorder),1
1500,hasbled,liver_disease,S-78208005,Pigment cirrhosis (disorder),1
1501,hasbled,liver_disease,S-235212007,Balloon tamponade of esophagus using Sengstaken-Blakemore tube (procedure),1
1502,hasbled,liver_disease,S-204782009,Atresia of hepatic ducts (disorder),1
1503,hasbled,liver_disease,S-235898000,Pericellular fibrosis of congenital syphilis (disorder),1
1504,hasbled,liver_disease,S-197303009,Bacterial portal cirrhosis (disorder),1
1505,hasbled,liver_disease,S-173660005,Rigid esophagoscopy and injection sclerotherapy of varices (procedure),1
1506,hasbled,liver_disease,S-27280000,Liver transplant with recipient hepatectomy (procedure),1
1507,hasbled,liver_disease,S-703866000,Chronic hepatitis C with stage 2 fibrosis (disorder),1
1508,hasbled,liver_disease,S-722865001,Subacute hepatic failure caused by hepatitis virus (disorder),1
1509,hasbled,liver_disease,S-45256007,Cruveilhier-Baumgarten syndrome (disorder),1
1510,hasbled,liver_disease,S-22846003,Hepatorenal syndrome following delivery (disorder),1
1511,hasbled,stroke,S-230708002,Posterior cerebral circulation hemorrhagic infarction (disorder),1
1512,hasbled,stroke,S-230707007,Anterior cerebral circulation hemorrhagic infarction (disorder),1
1513,hasbled,stroke,S-230691006,CVA - cerebrovascular accident due to cerebral artery occlusion,1
1514,hasbled,liver_disease,S-68094008,Congenital hypoplasia of bile duct (disorder),1
1515,hasbled,liver_disease,S-235213002,Balloon tamponade of esophagus using Minnesota tube (procedure),1
1516,hasbled,liver_disease,S-197293003,Diffuse nodular cirrhosis (disorder),1
1517,hasbled,liver_disease,S-40946000,Hepatic coma due to viral hepatitis (disorder),1
1518,hasbled,liver_disease,S-41889008,Chronic persistent hepatitis (disorder),1
1519,hasbled,liver_disease,S-235875008,Alcoholic hepatitis (disorder),1
1520,hasbled,liver_disease,S-235458006,Exploration of liver transplant (procedure),1
1521,hasbled,liver_disease,S-413438002,Acute hepatic failure due to drugs (disorder),1
1522,hasbled,liver_disease,S-308129003,Esophageal varices in cirrhosis of the liver (disorder),1
1523,hasbled,liver_disease,S-173617001,Open operations on esophageal varices (procedure),1
1524,hasbled,liver_disease,S-213230009,Hepatic failure as a complication of care (disorder),1
1525,hasbled,liver_disease,S-699189004,North American Indian childhood cirrhosis (disorder),1
1526,hasbled,liver_disease,S-109819003,Obstructive biliary cirrhosis (disorder),1
1527,hasbled,liver_disease,S-27156006,Posthepatitic cirrhosis (disorder),1
1528,hasbled,liver_disease,S-715864007,Non-Wilsonian hepatic copper toxicosis of infancy and childhood (disorder),1
1529,hasbled,liver_disease,S-31155007,Benign recurrent intrahepatic cholestasis (disorder),1
1530,hasbled,liver_disease,S-708198006,Chronic active hepatitis C (disorder),1
1531,hasbled,liver_disease,S-426841006,Fiberoptic endoscopic rubber band ligation of upper gastrointestinal tract varices (procedure),1
1532,hasbled,liver_disease,S-34736002,Chronic passive congestion of liver (disorder),1
1533,hasbled,liver_disease,S-328383001,Chronic liver disease (disorder),1
1534,hasbled,liver_disease,S-309783001,Esophageal varices in alcoholic cirrhosis of the liver (disorder),1
1535,hasbled,liver_disease,S-427022004,Liver disease due to cystic fibrosis (disorder),1
1536,hasbled,liver_disease,S-707420003,Portal hypertension due to cystic fibrosis (disorder),1
1537,hasbled,liver_disease,S-314963000,Local recurrence of malignant tumor of liver (disorder),1
1538,hasbled,liver_disease,S-432772009,Hyperacute rejection of liver transplant (disorder),1
1539,hasbled,liver_disease,S-721160006,Downhill varices of esophagus (disorder),1
1540,hasbled,liver_disease,S-66870002,Chronic active viral hepatitis (disorder),1
1541,hasbled,stroke,S-230695002,Partial anterior cerebral circulation infarction (disorder),1
1542,hasbled,labile_inr,S-866421000000100,International normalized ratio abnormal (finding),1
1543,hasbled,liver_disease,S-768127002,Chronic hepatitis C caused by Hepatitis C virus genotype 1 (disorder),1
1544,hasbled,liver_disease,S-721712002,Autoimmune hepatitis type 2 (disorder),1
1545,hasbled,liver_disease,S-721713007,Autoimmune hepatitis type 3 (disorder),1
1546,hasbled,liver_disease,S-37688005,Clonorchiasis with biliary cirrhosis (disorder),1
1547,hasbled,liver_disease,S-153091000119109,Hepatic coma due to chronic hepatitis B with delta agent (disorder),1
1548,hasbled,stroke,S-195189003,Cerebral infarction due to thrombosis of cerebral arteries,1
1549,hasbled,liver_disease,S-38662009,Chronic persistent type B viral hepatitis (disorder),1
1550,hasbled,liver_disease,S-44047000,Zieve's syndrome (disorder),1
1551,hasbled,liver_disease,S-831000119103,Cirrhosis of liver due to chronic hepatitis C (disorder),1
1552,hasbled,liver_disease,S-432908002,Chronic rejection of liver transplant (disorder),1
1553,hasbled,liver_disease,S-123716002,Latent cirrhosis (disorder),1
1554,hasbled,liver_disease,S-735451005,Chronic infection caused by Hepatitis D virus (disorder),1
1555,hasbled,liver_disease,S-197368002,Hepatic granulomas in sarcoidosis (disorder),1
1556,hasbled,liver_disease,S-197324004,Liver abscess and sequelae of chronic liver disease (disorder),1
1557,hasbled,liver_disease,S-89580002,Cryptogenic cirrhosis (disorder),1
1558,hasbled,liver_disease,S-41309000,Alcoholic liver damage (disorder),1
1559,hasbled,liver_disease,S-204781002,Congenital absence of hepatic ducts (disorder),1
1560,hasbled,stroke,S-195190007,Cerebral infarction due to embolism of cerebral arteries,1
1561,hasbled,liver_disease,S-67364009,Ligation of esophageal varices (procedure),1
1562,hasbled,liver_disease,S-197301006,Toxic portal cirrhosis (disorder),1
1563,hasbled,liver_disease,S-57339008,Chronic lobular hepatitis (disorder),1
1564,hasbled,liver_disease,S-197275004,Subacute hepatic failure (disorder),1
1565,hasbled,liver_disease,S-235880004,Alcoholic fibrosis and sclerosis of liver (disorder),1
1566,hasbled,liver_disease,S-73475009,Hepatogenous chronic copper poisoning (disorder),1
1567,hasbled,liver_disease,S-768126006,Chronic hepatitis C caused by Hepatitis C virus genotype 4 (disorder),1
1568,hasbled,liver_disease,S-431222008,Acute rejection of liver transplant (disorder),1
1569,hasbled,liver_disease,S-123607009,Septal fibrosis of liver (disorder),1
1570,hasbled,liver_disease,S-9843006,Chronic lymphocytic cholangitis-cholangiohepatitis (disorder),1
1571,hasbled,liver_disease,S-721711009,Autoimmune hepatitis type 1 (disorder),1
1572,hasbled,liver_disease,S-314587006,Trial dissection of liver mass (procedure),1
1573,hasbled,liver_disease,S-721710005,Fibrosis of liver caused by alcohol (disorder),1
1574,hasbled,liver_disease,S-24807004,Bleeding gastric varices (disorder),1
1575,hasbled,liver_disease,S-424340000,Hepatic coma due to chronic hepatitis B (disorder),1
1576,hasbled,liver_disease,S-195476002,Esophageal varices without bleeding associated with another disorder (disorder),1
1577,hasbled,liver_disease,S-235895002,Laennec's cirrhosis non-alcoholic (disorder),1
1578,hasbled,liver_disease,S-235902006,Intrahepatic phlebosclerosis and fibrosis (disorder),1
1579,hasbled,liver_disease,S-235912004,Liver transplant failure (disorder),1
1580,hasbled,liver_disease,S-14223005,Esophageal varices without bleeding (disorder),1
1581,hasbled,liver_disease,S-276723008,Intrahepatic biliary hypoplasia (disorder),1
1582,hasbled,liver_disease,S-768289009,Chronic hepatitis C caused by Hepatitis C virus genotype 1a (disorder),1
1583,hasbled,liver_disease,S-33144001,Parasitic cirrhosis (disorder),1
1584,hasbled,liver_disease,S-347891000119103,Chronic hepatitis C with stage 3 fibrosis (disorder),1
1585,hasbled,liver_disease,S-50167007,Chronic active type B viral hepatitis (disorder),1
1586,hasbled,liver_disease,S-713181003,Chronic alcoholic liver disease (disorder),1
1587,hasbled,liver_disease,S-16070004,Syphilitic cirrhosis (disorder),1
1588,hasbled,liver_disease,S-28009009,Liver transplant without recipient hepatectomy (procedure),1
1589,hasbled,liver_disease,S-722867009,Idiopathic portal hypertension (disorder),1
1590,hasbled,liver_disease,S-450880008,Chronic hepatitis E (disorder),1
1591,hasbled,liver_disease,S-28670008,Esophageal varices (disorder),1
1592,hasbled,liver_disease,S-197359004,Toxic liver disease with chronic persistent hepatitis (disorder),1
1593,hasbled,liver_disease,S-197305002,Syphilitic portal cirrhosis (disorder),1
1594,hasbled,liver_disease,S-197316009,Portal fibrosis without cirrhosis (disorder),1
1595,hasbled,liver_disease,S-428198008,Transplantation of hepatocytes (procedure),1
1596,hasbled,liver_disease,S-197441003,Primary sclerosing cholangitis (disorder),1
1597,hasbled,liver_disease,S-173621008,Open injection sclerotherapy to esophageal varices (procedure),1
1598,hasbled,liver_disease,S-173641003,Fiberoptic esophagoscopy and banding of esophageal varices (procedure),1
1599,hasbled,liver_disease,S-197294009,Fatty portal cirrhosis (disorder),1
1600,hasbled,liver_disease,S-420054005,Alcoholic cirrhosis (disorder),1
1601,hasbled,liver_disease,S-15999000,Mixed micro AND macronodular cirrhosis (disorder),1
1602,hasbled,liver_disease,S-266470007,Cardiac portal cirrhosis (disorder),1
1603,hasbled,liver_disease,S-186628001,Viral hepatitis C with coma (disorder),1
1604,hasbled,liver_disease,S-12368000,Secondary biliary cirrhosis (disorder),1
1605,hasbled,liver_disease,S-186639003,Chronic viral hepatitis B without delta-agent (disorder),1
1606,hasbled,renal_disease,S-700378005,Chronic kidney disease stage 3A (disorder),1
1607,hasbled,alcohol,S-777631000000000,Increasing risk alcohol drinking (finding),1
1608,hasbled,renal_disease,S-431856006,Chronic kidney disease stage 2 (disorder),1
1609,hasbled,renal_disease,S-433144002,Chronic kidney disease stage 3 (disorder),1
1610,hasbled,renal_disease,S-433146000,Chronic kidney disease stage 5 (disorder),1
1611,hasbled,stroke,S-230717002,Vertebrobasilar territory transient ischemic attack (disorder),1
1612,hasbled,stroke,S-230710000,Lobar cerebral hemorrhage,1
1613,hasbled,stroke,S-230696001,Posterior cerebral circulation infarction (disorder),1
1614,hasbled,stroke,S-195169004,Intracerebral hemorrhage multiple localized,1
1615,hasbled,stroke,S-230701008,Pure sensorimotor lacunar infarction (disorder),1
1616,hasbled,liver_disease,S-19943007,Cirrhosis of liver (disorder),1
1617,hasbled,liver_disease,S-10295004,Chronic viral hepatitis (disorder),1
1618,hasbled,liver_disease,S-174426002,Heterotopic liver transplant (procedure),1
1619,hasbled,liver_disease,S-235896001,Infectious cirrhosis (disorder),1
1620,hasbled,liver_disease,S-197300007,Pipestem portal cirrhosis (disorder),1
1621,hasbled,stroke,S-195211003,Posterior cerebral artery syndrome (disorder),1
1622,hasbled,alcohol,S-777651000000000,Higher risk alcohol drinking (finding),1
1623,hasbled,liver_disease,S-197284004,Chronic active hepatitis (disorder),1
1624,hasbled,liver_disease,S-31712002,Primary biliary cholangitis (disorder),1
1625,hasbled,liver_disease,S-197270009,Acute hepatic failure (disorder),1
1626,hasbled,liver_disease,S-197299004,Pigmentary portal cirrhosis (disorder),1
1627,hasbled,liver_disease,S-235889003,Drug-induced chronic hepatitis (disorder),1
1628,hasbled,stroke,S-195210002,Anterior cerebral artery syndrome (disorder),1
1629,hasbled,stroke,S-78569004,Posterior inferior cerebellar artery syndrome,1
1630,hasbled,stroke,S-230703006,Dysarthria-clumsy hand syndrome (disorder),1
1631,hasbled,stroke,S-195199008,Vertebrobasilar artery syndrome (disorder),1
1632,hasbled,stroke,S-90099008,Subcortical leukoencephalopathy (disorder),1
1633,hasbled,stroke,S-20908003,Subcortical cerebral hemorrhage (disorder),1
1634,hasbled,stroke,S-276219001,Occipital cerebral infarction (disorder),1
1635,hasbled,stroke,S-195205001,Impending cerebral ischemia (disorder),1
1636,hasbled,stroke,S-230713003,Stroke of uncertain pathology (disorder),1
1637,hasbled,stroke,S-751371000000107,Personal history of transient ischaemic attack (situation),1
1638,hasbled,stroke,S-230702001,Lacunar ataxic hemiparesis (disorder),1
1639,hasbled,stroke,S-307363008,Multiple lacunar infarcts (disorder),1
1640,hasbled,stroke,S-275434003,Stroke in the puerperium (disorder),1
1641,hasbled,stroke,S-230690007,Cerebrovascular accident (disorder),1
1642,hasbled,alcohol,S-160577002,Heavy drinker - 7-9u/day (finding),1
1643,hasbled,stroke,S-426107000,Acute lacunar infarction (disorder),1
1644,hasbled,renal_disease,S-431857002,Chronic kidney disease stage 4 (disorder),1
1645,hasbled,renal_disease,S-949881000000106,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1 (disorder),1
1646,hasbled,stroke,S-195211003,Posterior cerebral artery syndrome,1
1647,hasbled,stroke,S-276221006,Millard-Gubler syndrome (disorder),1
1648,hasbled,stroke,S-230716006,Anterior circulation transient ischaemic attack,1
1649,hasbled,stroke,S-230693009,Anterior cerebral circulation infarction (disorder),1
1650,hasbled,stroke,S-413758000,Cardioembolic stroke (disorder),1
1651,hasbled,stroke,S-230714009,Anterior circulation stroke of uncertain pathology (disorder),1
1652,hasbled,stroke,S-64009001,Basilar artery syndrome (disorder),1
1653,hasbled,stroke,S-24654003,Weber-Gubler syndrome (disorder),1
1654,hasbled,stroke,S-230700009,Pure sensory lacunar infarction,1
1655,hasbled,stroke,S-307767006,Right sided cerebral infarction,1
1656,hasbled,stroke,S-230711001,Thalamic hemorrhage (disorder),1
1657,hasbled,stroke,S-230690007,CVA - Cerebrovascular accident,1
1658,hasbled,stroke,S-307766002,Left sided cerebral infarction,1
1659,hasbled,stroke,S-1089421000000105,Cerebral infarction due to stenosis of cerebral artery (disorder),1
1660,hasbled,alcohol,S-228279004,Very heavy drinker (finding),1
1661,hasbled,stroke,S-230699008,Pure motor lacunar syndrome,1
1662,hasbled,stroke,S-276220007,Foville syndrome (disorder),1
1663,hasbled,stroke,S-195213000,Cerebellar stroke syndrome,1
1664,hasbled,stroke,S-732923001,Hemorrhage of medulla oblongata (disorder),1
1665,hasbled,stroke,S-230692004,Infarction - precerebral,1
1666,hasbled,alcohol,S-86933000,Heavy drinker (finding),1
1667,hasbled,stroke,S-266257000,TIA,1
1668,hasbled,stroke,S-87555007,Claude's syndrome (disorder),1
1669,hasbled,stroke,S-15258001,Subclavian steal syndrome (disorder),1
1670,hasbled,stroke,S-140921000119102,Ischaemic stroke without coma,1
1671,hasbled,stroke,S-7713009,Intrapontine hemorrhage,1
1672,hasbled,stroke,S-95460007,Cerebellar infarction,1
1673,hasbled,stroke,S-75038005,Cerebellar hemorrhage,1
1674,hasbled,stroke,S-71444005,Cerebral thrombosis,1
1675,hasbled,stroke,S-75543006,Cerebral embolism,1
1676,hasbled,stroke,S-195209007,Middle cerebral artery syndrome,1
1677,hasbled,bleeding,S-251739019,H/O: haematemesis,1
1678,hasbled,bleeding,S-251740017,H/O: melaena,1
1679,hasbled,bleeding,S-2986975018,H/O: GI Bleed,1
1680,hasbled,bleeding,S-411546012,H/O: GI Bleed,1
1681,hasbled,bleeding,S-2984033019,H/O: abnormal uterine bleeding,1
1682,hasbled,bleeding,S-411565016,H/O: abnormal uterine bleeding,1
1683,hasbled,bleeding,S-397855015,H/O: abnormal uterine bleeding,1
1684,hasbled,bleeding,S-2670003011,H/O: abnormal uterine bleeding,1
1685,hasbled,bleeding,S-252138018,H/O: ante-partum haemorrhage,1
1686,hasbled,bleeding,S-252145018,H/O: post-partum haemorrhage,1
1687,hasbled,bleeding,S-492111018,Surgical arrest of postoperative bleeding of adenoid,1
1688,hasbled,bleeding,S-66269014,Surgical arrest of postoperative bleeding of adenoid,1
1689,hasbled,bleeding,S-268351013,Surgical arrest of postoperative bleeding from tooth socket,1
1690,hasbled,bleeding,S-268510012,Surgical arrest of postoperative bleeding from tonsillar bed,1
1691,hasbled,bleeding,S-275461019,Reopen abdo reexplore intraabd op site surg arr postop bleed,1
1692,hasbled,bleeding,S-276081018,Reopen cranium reexploration op site arrest post op bleeding,1
1693,hasbled,bleeding,S-1372281000000110,Reexploration of organ & surgical arrest postop bleeding NOC,1
1694,hasbled,bleeding,S-403111013,Haematoma - postoperative,1
1695,hasbled,bleeding,S-215721000000114,Haematoma - postoperative,1
1696,hasbled,bleeding,S-403111013,Haemorrhage - postoperative,1
1697,hasbled,bleeding,S-215721000000114,Haemorrhage - postoperative,1
1698,hasbled,bleeding,S-202906017,Post-operative haemorrhage,1
1699,hasbled,bleeding,S-348211019,Post-operative haemorrhage,1
1700,hasbled,bleeding,S-325137018,Post-operative haematoma formation,1
1701,hasbled,bleeding,S-265690015,Evacuation of haematoma from cerebellum,1
1702,hasbled,bleeding,S-279429014,Evacuation of intracerebral haematoma NEC,1
1703,hasbled,bleeding,S-265968017,Evacuation of extradural haematoma,1
1704,hasbled,bleeding,S-267223015,Drainage of haematoma of external ear,1
1705,hasbled,bleeding,S-267225010,Drainage of haematoma of external ear,1
1706,hasbled,bleeding,S-267229016,Drainage haematoma ext ear control cavity c bolster suture,1
1707,hasbled,bleeding,S-267230014,Drainage haematoma ext ear control cavity c bolster suture,1
1708,hasbled,bleeding,S-509428015,Evacuation of perianal haematoma,1
1709,hasbled,bleeding,S-433186012,Evacuation of perianal haematoma,1
1710,hasbled,bleeding,S-1216830016,Evacuation of haematoma of vulva,1
1711,hasbled,bleeding,S-275087014,Liposuction removal of haematoma,1
1712,hasbled,bleeding,S-508104019,Drainage of subungual haematoma,1
1713,hasbled,bleeding,S-1372141000000110,Aspiration of haematoma of organ NOC,1
1714,hasbled,bleeding,S-444575012,Evacuation of haematoma NEC,1
1715,hasbled,bleeding,S-507866018,Haematoma of pinna,1
1716,hasbled,bleeding,S-2108091000000110,Perianal haematoma,1
1717,hasbled,bleeding,S-2107761000000110,Perianal haematoma,1
1718,hasbled,bleeding,S-196520016,Perianal haematoma,1
1719,hasbled,bleeding,S-483206018,Perianal haematoma,1
1720,hasbled,bleeding,S-483208017,Perianal haematoma,1
1721,hasbled,bleeding,S-483209013,Perianal haematoma,1
1722,hasbled,bleeding,S-304143019,Intrarenal haematoma,1
1723,hasbled,bleeding,S-304163014,Perirenal haematoma,1
1724,hasbled,bleeding,S-304164015,Perirenal haematoma,1
1725,hasbled,bleeding,S-304493010,Corpus cavernosum haematoma,1
1726,hasbled,bleeding,S-304525014,Scrotal haematoma due to nontraumatic cause,1
1727,hasbled,bleeding,S-1216444017,Testicular haematoma due to nontraumatic cause,1
1728,hasbled,bleeding,S-304630018,Breast haematoma due to nontraumatic cause,1
1729,hasbled,bleeding,S-505536016,Haematoma of the broad ligament,1
1730,hasbled,bleeding,S-1216870011,Haematoma of vulva,1
1731,hasbled,bleeding,S-501268015,Haematoma of vulva,1
1732,hasbled,bleeding,S-355700019,Vulval and perineal haematoma during delivery,1
1733,hasbled,bleeding,S-1476435017,Vulval and perineal haematoma during delivery,1
1734,hasbled,bleeding,S-398425015,Vulval and perineal haematoma during delivery,1
1735,hasbled,bleeding,S-355700019,Perineal haematoma,1
1736,hasbled,bleeding,S-1476435017,Perineal haematoma,1
1737,hasbled,bleeding,S-398425015,Perineal haematoma,1
1738,hasbled,bleeding,S-355700019,Vulval and perineal haematoma during delivery,1
1739,hasbled,bleeding,S-1476435017,Vulval and perineal haematoma during delivery,1
1740,hasbled,bleeding,S-398425015,Vulval and perineal haematoma during delivery,1
1741,hasbled,bleeding,S-1476418016,Vulval and perineal haematoma during delivery - delivered,1
1742,hasbled,bleeding,S-307238010,Vulval and perineal haematoma during delivery - delivered,1
1743,hasbled,bleeding,S-1476435017,Vulval and perineal haematoma during delivery NOS,1
1744,hasbled,bleeding,S-307319015,Obstetric trauma causing pelvic haematoma,1
1745,hasbled,bleeding,S-307323011,Obstetric pelvic haematoma - delivered,1
1746,hasbled,bleeding,S-1207311012,Haematoma of obstetric wound,1
1747,hasbled,bleeding,S-355715018,Haematoma - perineal wound,1
1748,hasbled,bleeding,S-391028016,Traumatic extradural haematoma,1
1749,hasbled,bleeding,S-391029012,Traumatic extradural haematoma,1
1750,hasbled,bleeding,S-390818018,Liver haematoma and contusion without open wound into cavity,1
1751,hasbled,bleeding,S-321114016,Spleen haematoma with open wound into cavity,1
1752,hasbled,bleeding,S-321133014,Kidney haematoma with open wound into cavity,1
1753,hasbled,bleeding,S-405391016,Haematoma with intact skin,1
1754,hasbled,bleeding,S-405392011,Haematoma with intact skin,1
1755,hasbled,bleeding,S-405393018,Haematoma with intact skin,1
1756,hasbled,bleeding,S-405394012,Haematoma with intact skin,1
1757,hasbled,bleeding,S-405395013,Haematoma with intact skin,1
1758,hasbled,bleeding,S-451473014,Haematoma of rectus sheath,1
1759,hasbled,bleeding,S-114430017,Perianal haematoma,1
1760,hasbled,bleeding,S-222501000000111,Perianal haematoma,1
1761,hasbled,bleeding,S-403014019,Subungal haematoma,1
1762,hasbled,bleeding,S-322816019,"Contusion, fingernail (includes subungual haematoma)",1
1763,hasbled,bleeding,S-151760014,Haematoma of leg,1
1764,hasbled,bleeding,S-409951019,Traumatic haematoma,1
1765,hasbled,bleeding,S-1476077014,Haematoma NOS,1
1766,hasbled,bleeding,S-2162136014,Haematoma NOS,1
1767,hasbled,bleeding,S-2162137017,Haematoma NOS,1
1768,hasbled,bleeding,S-473549012,Haematoma NOS,1
1769,hasbled,bleeding,S-391070014,Haematoma NOS,1
1770,hasbled,bleeding,S-1476077014,Intramuscular haematoma NOS,1
1771,hasbled,bleeding,S-2162136014,Intramuscular haematoma NOS,1
1772,hasbled,bleeding,S-2162137017,Intramuscular haematoma NOS,1
1773,hasbled,bleeding,S-473549012,Intramuscular haematoma NOS,1
1774,hasbled,bleeding,S-391070014,Intramuscular haematoma NOS,1
1775,hasbled,bleeding,S-403111013,Peri-operative haemorrhage or haematoma,1
1776,hasbled,bleeding,S-215721000000114,Peri-operative haemorrhage or haematoma,1
1777,hasbled,bleeding,S-265689012,Evacuation of haematoma from temporal lobe of brain,1
1778,hasbled,bleeding,S-265722013,Aspiration of haematoma of brain tissue,1
1779,hasbled,bleeding,S-498519016,Evacuation of subdural haematoma,1
1780,hasbled,bleeding,S-498520010,Evacuation of subdural haematoma,1
1781,hasbled,bleeding,S-1216125018,Subarachnoid haemorrhage,1
1782,hasbled,bleeding,S-481028017,Subarachnoid haemorrhage,1
1783,hasbled,bleeding,S-405379013,Subarachnoid haemorrhage,1
1784,hasbled,bleeding,S-405380011,Subarachnoid haemorrhage,1
1785,hasbled,bleeding,S-300242011,Ruptured berry aneurysm,1
1786,hasbled,bleeding,S-300244012,Subarachnoid haemorrhage from carotid siphon and bifurcation,1
1787,hasbled,bleeding,S-412353018,Subarachnoid haemorrhage from middle cerebral artery,1
1788,hasbled,bleeding,S-412357017,Subarachnoid haemorrhage from anterior communicating artery,1
1789,hasbled,bleeding,S-412360012,Subarachnoid haemorrhage from posterior communicating artery,1
1790,hasbled,bleeding,S-300253017,Subarachnoid haemorrhage from vertebral artery,1
1791,hasbled,bleeding,S-2819959010,Intracerebral haemorrhage,1
1792,hasbled,bleeding,S-3673215016,Intracerebral haemorrhage,1
1793,hasbled,bleeding,S-3673217012,Intracerebral haemorrhage,1
1794,hasbled,bleeding,S-409859018,Intracerebral haemorrhage,1
1795,hasbled,bleeding,S-409860011,Intracerebral haemorrhage,1
1796,hasbled,bleeding,S-2819959010,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
1797,hasbled,bleeding,S-3673215016,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
1798,hasbled,bleeding,S-3673217012,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
1799,hasbled,bleeding,S-409859018,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
1800,hasbled,bleeding,S-409860011,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
1801,hasbled,bleeding,S-2819959010,Stroke due to intracerebral haemorrhage,1
1802,hasbled,bleeding,S-3673215016,Stroke due to intracerebral haemorrhage,1
1803,hasbled,bleeding,S-3673217012,Stroke due to intracerebral haemorrhage,1
1804,hasbled,bleeding,S-409859018,Stroke due to intracerebral haemorrhage,1
1805,hasbled,bleeding,S-409860011,Stroke due to intracerebral haemorrhage,1
1806,hasbled,bleeding,S-495394013,Cortical haemorrhage,1
1807,hasbled,bleeding,S-496232015,Internal capsule haemorrhage,1
1808,hasbled,bleeding,S-300272017,Basal nucleus haemorrhage,1
1809,hasbled,bleeding,S-502878012,Cerebellar haemorrhage,1
1810,hasbled,bleeding,S-503469016,Pontine haemorrhage,1
1811,hasbled,bleeding,S-483988011,Bulbar haemorrhage,1
1812,hasbled,bleeding,S-300276019,External capsule haemorrhage,1
1813,hasbled,bleeding,S-300277011,"Intracerebral haemorrhage, intraventricular",1
1814,hasbled,bleeding,S-300280012,"Intracerebral haemorrhage, multiple localized",1
1815,hasbled,bleeding,S-2819959010,Intracerebral haemorrhage NOS,1
1816,hasbled,bleeding,S-1773153015,Extradural haemorrhage - nontraumatic,1
1817,hasbled,bleeding,S-300294013,Subdural haemorrhage - nontraumatic,1
1818,hasbled,bleeding,S-300293019,Subdural haemorrhage - nontraumatic,1
1819,hasbled,bleeding,S-2469010019,Subdural haematoma - nontraumatic,1
1820,hasbled,bleeding,S-486181011,Subdural haemorrhage NOS,1
1821,hasbled,bleeding,S-475553012,Intracranial haemorrhage NOS,1
1822,hasbled,bleeding,S-300406018,Sequelae of subarachnoid haemorrhage,1
1823,hasbled,bleeding,S-2916058017,Subarachnoid haemorrhage following injury,1
1824,hasbled,bleeding,S-2916363013,Subarachnoid haemorrhage following injury,1
1825,hasbled,bleeding,S-320836010,Subarachnoid haemorrhage following injury,1
1826,hasbled,bleeding,S-2915482010,Subarachnoid haemorrhage following injury,1
1827,hasbled,bleeding,S-2916058017,Subdural haemorrhage following injury,1
1828,hasbled,bleeding,S-2916363013,Subdural haemorrhage following injury,1
